|M210|102|102,00|A170|1|13d||102|0|||02|102,00||1,68|02|102,00||7,75|112110500000105|010701010000101
|M210|2060|         2060,00|C170|1|40t||20|KG|2060|0|0|110|2101|211dev|2060|7|144,2|4937,48|0|976,45|0|02||0|0|0|01|2060,00|1,6500|||33,99|01|2060,00|7,6000|||156,56|112510100000101
|M210|300|          300,00|C170|2|13d|NARRATIVA INFORMADA \O/ \O/ \O/ \O/ EEEEEEEEEEE|5|pc|300|0|0|110|2101|211dev|300|7|21|719,03|0|142,2|0|02||0|0|0|01|300,00|1,6500|||4,95|01|300,00|7,6000|||22,8|112211400000114
|M210|1000|         1000,00|C170|3|.compras||100|pc|1000|0|0|130|2101|211dev|0|0|0|0|0|0|0|00||1000|5|50|01|1000,00|1,6500|||16,5|01|1000,00|7,6000|||76|211050400000601
|M210|300|          300,00|C170|1|.compras||1|pc|300|0|0|110|2101|211DEV|300|7|21|0|0|0|0|02||0|0|0|01|300,00|1,6500|||4,95|01|300,00|7,6000|||22,8|211050400000601
|M210|400|          400,00|C170|2|40f||2|KG|400|0|0|010|2101|211DEV|400|7|28|0|0|0|0|02||0|0|0|01|400,00|1,6500|||6,6|01|400,00|7,6000|||30,4|112510100000101
|M210|916,7|          916,70|C170|1|DD||1|pc|916,7|0|1|010|2101|211DEV|916,7|7|64,17|1241,65|0|153,09|0|02||0|0|0|01|916,70|1,6500|||15,13|01|916,70|7,6000|||69,67|413290100000901
|M210|110|          110,00|C170|2|13d|NARRATIVA INFORMADA \O/ \O/ \O/ \O/ EEEEEEEEEEE|2|pc|110|0|1|110|2101|211DEV|110|7|7,7|149,01|0|18,37|0|02||0|0|0|01|110,00|1,6500|||1,82|01|110,00|7,6000|||8,36|112211400000114
|M210|250|          250,00|C170|1|13d||10|pc|250|0|0|100|2101|211sto|250|7|17,5|0|0|0|0|01||250|0|0|01|250,00|1,6500|||4,13|01|250,00|7,6000|||19|112211400000114
|M210|30|           30,00|C170|1|.compras||1|pc|30|0|0|100|2101|211sto|30|7|2,1|0|0|0|0|00||30|5|1,5|01|30,00|1,6500|||,5|01|30,00|7,6000|||2,28|211050400000601
|M210|75|           75,00|C170|2|.compras.fisico||3|pc|75|0|0|100|2101|211sto|75|7|5,25|0|0|0|0|00||75|5|3,75|01|75,00|1,6500|||1,24|01|75,00|7,6000|||5,7|413290100000901
|M210|600|          600,00|C170|3|.DANF-e||15|un|600|0|0|000|2101|211sto|600|7|42|0|0|0|0|01||600|0|0|01|600,00|1,6500|||9,9|01|600,00|7,6000|||45,6|112510100000101
|M210|615|          615,00|C170|1|40f||15|KG|615|0|0|000|2101|211sto|615|7|43,05|0|0|0|0|01||615|0|0|01|615,00|1,6500|||10,15|01|615,00|7,6000|||46,74|112510100000101
|M210|180|          180,00|C170|2|40t||9|KG|180|0|0|100|2101|211sto|180|7|12,6|0|0|0|0|01||180|0|0|01|180,00|1,6500|||2,97|01|180,00|7,6000|||13,68|112510100000101
|M210|600|          600,00|C170|1|40f||2|KG|600|0|0|090|2101|2staou|0|0|0|0|0|0|0|01||600|0|0|01|600,00|1,6500|||9,9|01|600,00|7,6000|||45,6|112510100000101
|M210|156|          156,00|C170|2|13f||2|KG|156|0|0|190|2101|2staou|0|0|0|0|0|0|0|01||156|0|0|01|156,00|1,6500|||2,57|01|156,00|7,6000|||11,86|112510100000101
|M210|100|          100,00|C170|1|.danfe-tributado||100|un|100|0|1|000|6101|611tb|100|25|25|0|0|0|0|50||100|10|10|01|100,00|0,0000|||1,65|01|100,00|0,0000|||7,6|112110500000105
|M210|120|          120,00|C170|1|.danfe-tributado||120|un|120|0|1|000|6101|611tb|120|25|30|0|0|0|0|50||120|10|12|01|120,00|0,0000|||1,98|01|120,00|0,0000|||9,12|112110500000105
|M210|210|          210,00|C170|1|13t||2|KG|210|0|0|100|6102|6123|210|25|52,5|0|0|0|0|51||0|0|0|01|210,00|0,0000|||3,47|01|210,00|0,0000|||15,96|112110500000105
|M210|208|          208,00|C170|1|13f|ITEM CONTROLE TOTAL|2|KG|208|0|0|100|6102|6123|208|25|52|0|0|0|0|51||0|0|0|01|208,00|1,6500|||3,43|01|208,00|7,6000|||15,81|
|M210|210|          210,00|C170|1|13t|ITEM CONTROLE TOTAL|2|KG|210|0|0|100|6102|6123|210|25|52,5|0|0|0|0|51||0|0|0|01|210,00|1,6500|||3,47|01|210,00|7,6000|||15,96|
|M210|210|          210,00|C170|1|13t|ITEM CONTROLE TOTAL|2|KG|210|0|0|100|6102|6123|210|25|52,5|0|0|0|0|51||0|0|0|01|210,00|1,6500|||3,47|01|210,00|7,6000|||15,96|
|M210|1000|         1000,00|C170|1|.danfe-tributado|.DANFE-TRIBUTADO.DANFE-TRIBUTADO.DANFE-TRIBUTADO.DANFE-TRIB Item Tributado - Testes Alfa 11.5.0 - Impressão de linha tracejada entre os produtos da NF-e, quando algum dos itens for impressor em mais de uma linha. Quebra de linha na própria coluna de todo|1000|un|1000|0|1|000|6101|611tb|1000|25|250|0|0|0|0|50||1000|10|100|01|1000,00|1,6500|||16,5|01|1000,00|7,6000|||76|
|M210|600|         2950,00|C170|1|.compras|.Compras - Projeto 87|2|pc|600|0|0|100|6403|611sta|2950|7|206,5|0|0|0|0|52||0|0|0|01|2950,00|1,6500|||48,68|01|2950,00|7,6000|||224,2|
|M210|600|         2950,00|C170|2|40f|ITEM CONTROLE F?SICO|3|KG|600|0|0|000|6403|611sta|2950|7|206,5|0|0|0|0|52||0|0|0|01|2950,00|1,6500|||48,68|01|2950,00|7,6000|||224,2|
|M210|916,7|         1005,98|C170|1|DD|Material D.Direto - TRIBUTADO|1|pc|916,7|83,3|1|010|6401|611sub|1005,98|7|70,41|1241,65|18|153,09|0|52||0|0|0|01|1005,98|1,6500|||16,6|01|1005,98|7,6000|||76,45|
|M210|110|          120,72|C170|2|13d|NARRATIVA INFORMADA \O/ \O/ \O/ \O/ EEEEEEEEEEE|2|pc|110|10|1|110|6401|611sub|120,72|7|8,45|149,01|18|18,37|0|52||0|0|0|02|120,72|1,6500|||1,99|02|120,72|7,6000|||9,17|
|M210|50|           50,00|C170|2|13d||2|pc|50|0|0|140|6201|69DEVL|0|0|0|0|0|0|0|51||0|0|0|02|50,00|1,6500|||,83|02|50,00|7,6000|||3,8|
|M210|1000|         1788,72|C170|1|.compras|.Compras - Projeto 87|100|pc|1000|0|0|140|6101|6111|0|0|0|0|0|0|0|50||1788,72|5|89,44|01|1788,72|1,6500|||29,51|01|1788,72|7,6000|||135,94|
|M210|2060|         3684,69|C170|2|40t|ITEM CONTROLE TOTAL|20|KG|2060|0|0|110|6403|611st|3684,69|7|257,92|4937,48|25|976,45|0|52||0|0|0|01|3684,69|1,6500|||60,8|01|3684,69|7,6000|||280,04|
|M210|300|          536,59|C170|3|13d|NARRATIVA INFORMADA \O/ \O/ \O/ \O/ EEEEEEEEEEE|5|pc|300|0|0|110|6403|611st|536,59|7|37,56|719,03|25|142,2|0|52||0|0|0|02|536,59|1,6500|||8,85|02|536,59|7,6000|||40,78|
|M210|148|          422,67|C170|1|.compras|.Compras - Projeto 87|2|pc|148|0|0|110|6403|611st|422,67|7|29,58|566,38|25|112,02|0|52||0|0|0|01|422,67|1,6500|||6,97|01|422,67|7,6000|||32,12|
|M210|600|         1713,39|C170|2|40f|ITEM CONTROLE F?SICO|2|KG|600|0|0|000|6102|6123|1713,39|7|119,93|0|0|0|0|51||0|0|0|01|1713,39|1,6500|||28,27|01|1713,39|7,6000|||130,22|
|M210|222|          633,94|C170|3|13f|ITEM CONTROLE TOTAL|3|KG|222|0|0|100|6102|6123|633,94|7|44,37|0|0|0|0|51||0|0|0|01|633,94|1,6500|||10,46|01|633,94|7,6000|||48,18|
|M210|187,92|          187,92|C170|1|40f|ITEM CONTROLE F?SICO|5|KG|187,92|17,08|0|090|6403|699sta|0|0|0|0|0|0|0|51||0|0|0|01|187,92|1,6500|||3,1|01|187,92|7,6000|||14,28|
|M210|55|           55,00|C170|2|40t|ITEM CONTROLE TOTAL|3|KG|55|5|0|190|6403|699sta|0|0|0|0|0|0|0|51||0|0|0|01|55,00|1,6500|||,91|01|55,00|7,6000|||4,18|
|M210|150,34|          150,34|C170|1|40f|ITEM CONTROLE F?SICO|4|KG|150,34|13,66|0|090|6403|699sta|0|0|0|164|0|76,39|0|51||0|0|0|01|150,34|1,6500|||2,48|01|150,34|7,6000|||11,43|
|M210|73,34|           73,34|C170|2|40t|ITEM CONTROLE TOTAL|4|KG|73,34|6,66|0|190|6403|699sta|0|0|0|80|0|8,25|0|51||0|0|0|01|73,34|1,6500|||1,21|01|73,34|7,6000|||5,57|
|M210|600|         1030,00|C170|1|.danfe-tamanhoCP|.DANFE-OUTROS/.DANFE-OUTROS/.DANFE-OUTROS/.DANFE-OUTROS/.DAN|2|pc|600|0|1|090|6109|611-IE|0|0|0|0|0|0|0|51||0|0|0|01|1030,00|1,6500|||17|01|1030,00|7,6000|||78,28|
|M210|200|          260,95|C170|1|13d|NARRATIVA INFORMADA \O/ \O/ \O/ \O/ EEEEEEEEEEE|1|pc|200|0|0|100|6101|6101|260,95|7|18,26|0|0|0|0|52||0|0|0|02|260,95|1,6500|||4,31|01|260,95|7,6000|||19,83|
|M210|1000|         1304,83|C170|2|13F|ITEM CONTROLE TOTAL|1|KG|1000|0|0|100|6109|611-IE|1304,83|7|91,33|0|0|0|0|51||0|0|0|01|1304,83|1,6500|||21,53|04|1304,83|7,6000|||99,17|
