MEN702DC                              3.00.00.001    menu_uit                      TODAY  00:00:00
BTB906ZA                              2.00.00.011    men702dc                      TODAY  00:00:00
MEN901ZA                              2.00.00.006    men702dc                      TODAY  00:00:00
UT-TRDFR                              3.00.00.001    men702dc                      TODAY  00:00:00
LF0202                                2.00.00.066    men702dc                      TODAY  00:00:00
MEN901ZA                              2.00.00.006    lf0202                        TODAY  00:00:00
BTB918ZB                              2.00.00.002    lf0202                        TODAY  00:00:00
THINFOLDER                            2.00.00.002    lf0202                        TODAY  00:00:00
WINDOWSTYLES                          3.00.00.001    lf0202                        TODAY  00:00:00
UT-TRCAMPOS                           2.00.00.009    lf0202                        TODAY  00:00:00
BTB920AA                              2.00.00.012    lf0202                        TODAY  00:00:00
BTB009ZA                              2.00.00.003    lf0202                        TODAY  00:00:00
UT-VLARQ                              3.00.00.001    lf0202                        TODAY  00:00:00
LF0202RP                              2.00.01.027    lf0202                        TODAY  00:00:00
BTB920AA                              2.00.00.012    lf0202rp                      TODAY  00:00:00
CDCFGFISCAL                           2.00.00.004    lf0202rp                      TODAY  00:00:00
CDCFGFISCAL-1                         2.00.00.005    cdcfgfis                      TODAY  00:00:00
CDCFGFISCAL-2                         2.00.00.004    cdcfgfis                      TODAY  00:00:00
CDCFGFISCAL-3                         2.00.00.004    cdcfgfis                      TODAY  00:00:00
CDCFGFISCAL-4                         2.00.00.004    cdcfgfis                      TODAY  00:00:00
CDCFGFISCAL-5                         2.00.00.004    cdcfgfis                      TODAY  00:00:00
UT-TRFRRP                             2.00.00.008    lf0202rp                      TODAY  00:00:00
UT-TRFRRP                             2.00.00.008    lf0202rp                      TODAY  00:00:00
UT-TRFRRP                             2.00.00.008    lf0202rp                      TODAY  00:00:00
BTB009ZA                              2.00.00.003    lf0202rp                      TODAY  00:00:00
UT-TRFRRP                             2.00.00.008    lf0202rp                      TODAY  00:00:00
UT-ACOMP                              2.00.00.003    lf0202rp                      TODAY  00:00:00
LFAPI074                              2.00.00.044    lf0202rp                      TODAY  00:00:00
CDAPI704                              2.00.00.011    lfapi074                      TODAY  00:00:00
CDAPI1001                             2.00.00.011    lf0202rp                      TODAY  00:00:00
LFAPI137                              2.00.00.032    lf0202rp                      TODAY  00:00:00
CDAPI704                              2.00.00.011    lfapi137                      TODAY  00:00:00
LFAPI072                              2.00.00.034    lf0202rp                      TODAY  00:00:00
CDAPI704                              2.00.00.011    lfapi072                      TODAY  00:00:00
LF0202D                               2.00.00.013    lf0202rp                      TODAY  00:00:00
LF0203GAC                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GAL                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GAM                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GAP                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GBA                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GCE                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GDF                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GES                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GGO                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GMA                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GMG                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GMS                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GMT                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GPA                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GPB                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GPE                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GPI                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GPR                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GRJ                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GRN                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GRO                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GRR                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GRS                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GSC                             2.00.00.002    lf0202d                       TODAY  00:00:00
LF0203GSE                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GSP                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0203GTO                             2.00.00.001    lf0202d                       TODAY  00:00:00
LF0202A                               2.00.01.073    lf0202rp                      TODAY  00:00:00
LF0202B                               2.00.01.071    lf0202rp                      TODAY  00:00:00
LF0202C                               2.00.00.016    lf0202rp                      TODAY  00:00:00
     PonLFAPI074 - 02.a - b-dwf-estab.cod-estab = 1                                                         
     PonLFAPI074 - 02.b - b-dwf-estab.cod-estab-centrdor = 1                                                
     Pon?                                                                                                   
UT-PERC                               3.00.00.001    lf0202rp                      TODAY  00:00:00
BODI538                               2.00.00.051    lf0202a                       TODAY  00:00:00
BTBSECURITY                           3.00.00.001    bodi538                       TODAY  00:00:00
MEN901ZA                              2.00.00.006    btbsecur                      TODAY  00:00:00
BTB918ZB                              2.00.00.002    bodi538                       TODAY  00:00:00
CDAPI704                              2.00.00.011    lf0202a                       TODAY  00:00:00
BODI538                               2.00.00.051    lf0202a                       TODAY  00:00:00
BTB918ZB                              2.00.00.002    bodi538                       TODAY  00:00:00
BODI538                               2.00.00.051    lf0202a                       TODAY  00:00:00
BTB918ZB                              2.00.00.002    bodi538                       TODAY  00:00:00
