RI0412RP                              2.00.00.076    CN_RI041                      06/02/20  16:29:53
CDAPI007A                             2.00.00.086    ri0412rp                      06/02/20  16:29:53
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  16:29:53
BTB901ZO                              2.00.00.005    ut-trfrr                      06/02/20  16:29:53
UT-VALIDA-FACELIFT                    3.00.00.001    btb901zo                      06/02/20  16:29:53
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  16:29:53
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:29:53
BTB920AA                              2.00.00.012    ri0412rp                      06/02/20  16:29:53
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:29:54
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:29:54
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:29:54
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:29:54
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:29:54
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:29:54
BODI453                               2.00.00.023    ri0412rp                      06/02/20  16:29:54
BTBSECURITY                           3.00.00.001    bodi453                       06/02/20  16:29:54
MEN901ZA                              2.00.00.009    btbsecur                      06/02/20  16:29:54
BTB918ZB                              2.00.00.002    bodi453                       06/02/20  16:29:54
UT-XMLPRS                             3.00.00.001    bodi453                       06/02/20  16:29:54
BODI453A                              2.00.00.019    ri0412rp                      06/02/20  16:29:56
BTB918ZB                              2.00.00.002    bodi453a                      06/02/20  16:29:56
api_controle_cta_ctbl                     prgint/utb/utb743za.py    1.00.00.009    06/02/20  16:29:56
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:29:56
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:29:58
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:29:58
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:29:58
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:29:58
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:29:58
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:29:58
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:29:58
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:29:58
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:29:58
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:29:58
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:29:58
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:29:58
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:29:58
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:29:58
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:29:58
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:29:58
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:29:58
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:29:58
