RI0412RP                              2.00.00.076    CN_RI041                      06/02/20  16:27:30
CDAPI007A                             2.00.00.086    ri0412rp                      06/02/20  16:27:30
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  16:27:30
BTB901ZO                              2.00.00.005    ut-trfrr                      06/02/20  16:27:30
UT-VALIDA-FACELIFT                    3.00.00.001    btb901zo                      06/02/20  16:27:30
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  16:27:30
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:27:30
BTB920AA                              2.00.00.012    ri0412rp                      06/02/20  16:27:30
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:27:31
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:27:31
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:27:31
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:27:31
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:27:31
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:27:31
BODI453                               2.00.00.023    ri0412rp                      06/02/20  16:27:31
BTBSECURITY                           3.00.00.001    bodi453                       06/02/20  16:27:31
MEN901ZA                              2.00.00.009    btbsecur                      06/02/20  16:27:31
BTB918ZB                              2.00.00.002    bodi453                       06/02/20  16:27:31
UT-XMLPRS                             3.00.00.001    bodi453                       06/02/20  16:27:31
BODI453A                              2.00.00.019    ri0412rp                      06/02/20  16:27:33
BTB918ZB                              2.00.00.002    bodi453a                      06/02/20  16:27:33
api_controle_cta_ctbl                     prgint/utb/utb743za.py    1.00.00.009    06/02/20  16:27:33
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:27:33
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:35
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:27:36
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:27:36
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:27:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:27:36
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:27:36
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:27:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:27:36
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:27:36
RI9999                                2.00.00.000    ri0412rp                      06/02/20  16:27:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:36
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:27:37
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:27:37
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:37
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:37
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:37
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  16:27:38
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  16:27:38
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  16:27:38
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  16:27:38
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:27:38
