RI0412RP                              2.00.00.076    CN_RI041                      06/02/20  16:32:37
CDAPI007A                             2.00.00.086    ri0412rp                      06/02/20  16:32:38
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  16:32:38
BTB901ZO                              2.00.00.005    ut-trfrr                      06/02/20  16:32:38
UT-VALIDA-FACELIFT                    3.00.00.001    btb901zo                      06/02/20  16:32:38
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  16:32:38
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:32:38
BTB920AA                              2.00.00.012    ri0412rp                      06/02/20  16:32:38
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:32:39
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:32:39
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:32:39
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:32:39
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:32:39
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:32:39
BODI453                               2.00.00.023    ri0412rp                      06/02/20  16:32:39
BTBSECURITY                           3.00.00.001    bodi453                       06/02/20  16:32:39
MEN901ZA                              2.00.00.009    btbsecur                      06/02/20  16:32:39
BTB918ZB                              2.00.00.002    bodi453                       06/02/20  16:32:39
UT-XMLPRS                             3.00.00.001    bodi453                       06/02/20  16:32:39
BODI453A                              2.00.00.019    ri0412rp                      06/02/20  16:32:40
BTB918ZB                              2.00.00.002    bodi453a                      06/02/20  16:32:41
api_controle_cta_ctbl                     prgint/utb/utb743za.py    1.00.00.009    06/02/20  16:32:41
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:32:41
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:32:44
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:32:44
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:32:44
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:32:44
