RI0412RP                              2.00.00.076    CN_RI041                      06/02/20  16:28:19
CDAPI007A                             2.00.00.086    ri0412rp                      06/02/20  16:28:19
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  16:28:19
BTB901ZO                              2.00.00.005    ut-trfrr                      06/02/20  16:28:19
UT-VALIDA-FACELIFT                    3.00.00.001    btb901zo                      06/02/20  16:28:19
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  16:28:19
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:28:19
BTB920AA                              2.00.00.012    ri0412rp                      06/02/20  16:28:20
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:28:20
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:28:20
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:28:20
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:28:20
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  16:28:20
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:28:20
BODI453                               2.00.00.023    ri0412rp                      06/02/20  16:28:21
BTBSECURITY                           3.00.00.001    bodi453                       06/02/20  16:28:21
MEN901ZA                              2.00.00.009    btbsecur                      06/02/20  16:28:21
BTB918ZB                              2.00.00.002    bodi453                       06/02/20  16:28:21
UT-XMLPRS                             3.00.00.001    bodi453                       06/02/20  16:28:21
BODI453A                              2.00.00.019    ri0412rp                      06/02/20  16:28:22
BTB918ZB                              2.00.00.002    bodi453a                      06/02/20  16:28:22
api_controle_cta_ctbl                     prgint/utb/utb743za.py    1.00.00.009    06/02/20  16:28:22
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:28:22
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:28:25
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  16:28:25
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  16:28:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  16:28:26
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  16:28:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  16:28:26
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  16:28:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:26
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  16:28:26
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  16:28:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  16:28:27
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  16:28:27
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  16:28:27
