|M410|0||C170|1|.COMPRAS||100|PC|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|10000,00|0,0000|||165|06|10000,00|0,0000|||760|413050100000502
|M410|0||C170|1|.compras||80|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|100,00|0,0000|||1,65|06|100,00|0,0000|||7,6|413050100000503
|M410|0||C170|1|.compras||11|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|55,00|0,0000|||,91|06|55,00|0,0000|||4,18|413050100000502
|M410|0||C170|2|.compras.lote||13|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|78,00|0,0000|||1,29|06|78,00|0,0000|||5,93|413050100000502
|M410|0||C170|1|.compras||10|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|40,00|0,0000|||,66|06|40,00|0,0000|||3,04|413050100000502
|M410|0||C170|2|.compras.lote||12|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|60,00|0,0000|||,99|06|60,00|0,0000|||4,56|413050100000502
|M410|0||C170|1|.compras||11|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|121,00|0,0000|||2|06|121,00|0,0000|||9,2|413050100000502
|M410|0||C170|1|.compras||35|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|175,00|0,0000|||2,89|06|175,00|0,0000|||13,3|413050100000503
|M410|0||C170|1|.compras||35|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|175,00|0,0000|||2,89|06|175,00|0,0000|||13,3|413050100000503
|M410|0||C170|1|.compras||41|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|164,00|0,0000|||2,71|06|164,00|0,0000|||12,46|413050100000503
|M410|0||C170|1|.compras||43|PC|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|172,00|0,0000|||2,84|06|172,00|0,0000|||13,07|413050100000502
|M410|0||C170|1|.compras||100|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|400,00|0,0000|||6,6|06|400,00|0,0000|||30,4|413050100000503
|M410|0||C170|1|lod01||35|pc|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|140,00|0,0000|||2,31|06|140,00|0,0000|||10,64|413050100000502
|M410|0||C170|1|lod01||99|pc|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|396,00|0,0000|||6,53|06|396,00|0,0000|||30,1|413050100000502
|M410|0||C170|1|.compras||45|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|180,00|0,0000|||2,97|06|180,00|0,0000|||13,68|413050100000503
|M410|0||C170|1|.compras||15|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|60,00|0,0000|||,99|06|60,00|0,0000|||4,56|413050100000503
|M410|0||C170|1|.compras||100|PC|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|400,00|0,0000|||6,6|06|400,00|0,0000|||30,4|413050100000502
|M410|0||C170|1|.compras||10|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|40,00|0,0000|||,66|06|40,00|0,0000|||3,04|413050100000503
|M410|0||C170|2|.compras.fisico||15|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|60,00|0,0000|||,99|06|60,00|0,0000|||4,56|413050100000503
|M410|0||C170|3|.compras.lote||20|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|80,00|0,0000|||1,32|06|80,00|0,0000|||6,08|413050100000503
|M410|0||C170|4|.comprasDD||25|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|100,00|0,0000|||1,65|06|100,00|0,0000|||7,6|413050100000503
|M410|0||C170|5|.comprasNo.serie||1|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|100,00|0,0000|||1,65|06|100,00|0,0000|||7,6|413050100000503
|M410|0||C170|6|.comprasreferenc||30|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|120,00|0,0000|||1,98|06|120,00|0,0000|||9,12|413050100000503
|M410|0||C170|1|.comprasDD||50|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|250,00|0,0000|||4,13|06|250,00|0,0000|||19|413050100000503
|M410|0||C170|1|.compras.fisico||20|pc|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|100,00|0,0000|||1,65|06|100,00|0,0000|||7,6|413050100000502
|M410|0||C170|1|.comprasDD||22|pc|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|110,00|0,0000|||1,82|06|110,00|0,0000|||8,36|413050100000502
|M410|0||C170|1|.compras.fisico||25|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|125,00|0,0000|||2,06|06|125,00|0,0000|||9,5|413050100000503
|M410|0||C170|1|.comprasDD||31|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|155,00|0,0000|||2,56|06|155,00|0,0000|||11,78|413050100000503
|M410|0||C170|1|.compras||55|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|275,00|0,0000|||4,54|06|275,00|0,0000|||20,9|413050100000503
|M410|0||C170|1|.compras||68|PC|0|0|1|190|1101|111FAF|0|0|0|0|0|0|0|00||0|0|0|06|272,00|0,0000|||4,49|06|272,00|0,0000|||20,67|413050100000503
|M410|0||C170|1|.compras||75|pc|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|300,00|0,0000|||4,95|06|300,00|0,0000|||22,8|413050100000502
|M410|0||C170|1|.compras||90|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|360,00|0,0000|||5,94|06|360,00|0,0000|||27,36|413050100000503
|M410|0||C170|1|.compras||40|PC|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|160,00|0,0000|||2,64|06|160,00|0,0000|||12,16|413050100000502
|M410|0||C170|1|.compras||30|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|120,00|0,0000|||1,98|06|120,00|0,0000|||9,12|413050100000503
|M410|0||C170|1|.compras.lote||20|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|80,00|0,0000|||1,32|06|80,00|0,0000|||6,08|413050100000503
|M410|0||C170|1|.compras||95|PC|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|332,50|0,0000|||5,49|06|332,50|0,0000|||25,27|413050100000502
|M410|0||C170|1|.compras||60|PC|0|0|0|190|1101|111eff|0|0|0|0|0|0|0|00||0|0|0|06|240,00|0,0000|||3,96|06|240,00|0,0000|||18,24|413050100000502
|M410|0||C170|1|.compras||33|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|138,60|0,0000|||2,29|06|138,60|0,0000|||10,53|413050100000503
|M410|0||C170|2|.compras.lote||48|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|192,00|0,0000|||3,17|06|192,00|0,0000|||14,59|413050100000503
|M410|0||C170|3|.comprasreferenc||35|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|175,00|0,0000|||2,89|06|175,00|0,0000|||13,3|413050100000503
|M410|0||C170|4|.compras||15|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|60,00|0,0000|||,99|06|60,00|0,0000|||4,56|413050100000503
|M410|0||C170|5|.compras||20|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|100,00|0,0000|||1,65|06|100,00|0,0000|||7,6|413050100000503
|M410|0||C170|6|.compras||25|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|150,00|0,0000|||2,48|06|150,00|0,0000|||11,4|413050100000503
|M410|0||C170|1|.compras||16|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|80,00|0,0000|||1,32|06|80,00|0,0000|||6,08|413050100000503
|M410|0||C170|2|.compras||17|pc|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|68,00|0,0000|||1,12|06|68,00|0,0000|||5,17|413050100000503
|M410|0||C170|3|.compras||18|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|54,00|0,0000|||,89|06|54,00|0,0000|||4,1|413050100000503
|M410|0||C170|1|.compras||20|PC|0|0|1|190|1101|111faf|0|0|0|0|0|0|0|00||0|0|0|06|100,00|0,0000|||1,65|06|100,00|0,0000|||7,6|413050100000503
